query,context,label,source,query_length
"summarize article cnn -- cheri morgan spent half-an-hour line houston-area gas station thursday evacuating city. ireporter cheri morgan say driver panicking thursday houston, texas, gas station. everyone driving crazy really need kind traffic flow","Long gas lines reported as Hurricane Ike approaches .
Gas prices jumped overnight in Canada .
Police had to restore order at North Carolina gas stations .
Are you in Ike's path? Send photos, videos .",M,CNN,324
What is 5*6?,Basic knowledge or simple fact question.,S,synthetic,12
Evaluate the effectiveness of international policies in reducing carbon emissions.,"Complex, analytical or critical reasoning required.",A,synthetic,82
beyoncé describe lyrical raw,"Beyoncé has stated that she is personally inspired by US First Lady Michelle Obama, saying ""She proves you can do it all"" and she has described Oprah Winfrey as ""the definition of inspiration and a strong woman"". She has also discussed how Jay Z is a continuing inspiration to her, both with what she describes as his lyrical genius and in the obstacles he has overcome in his life. Beyoncé has expressed admiration for the artist Jean-Michel Basquiat, posting in a letter ""what I find in the work of",S,SQuAD,45
fritz von brodowski killed global war lasted 1939 1945,"['World War II', 'Fritz von Brodowski', 'Waldo Von Erich']",A,HotpotQA,84
"summarize article london, england cnn -- britain queen elizabeth celebrates 82nd birthday saturday parade military ceremony known trooping color. britain queen elizabeth attends derby festival epson down horse race course june 7. queen birthday actually april 21,","Queen's April birthday is celebrated in June to enjoy good weather .
Parade, military ceremony will mark royal birthday .
Troop inspection, flyover by Royal Air Force, part of ceremonies .",M,CNN,324
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
name video game cancelled beyonce,"The release of a video-game Starpower: Beyoncé was cancelled after Beyoncé pulled out of a $100 million with GateFive who alleged the cancellation meant the sacking of 70 staff and millions of pounds lost in development. It was settled out of court by her lawyers in June 2013 who said that they had cancelled because GateFive had lost its financial backers. Beyoncé also has had deals with American Express, Nintendo DS and L'Oréal since the age of 18.",S,SQuAD,67
"summarize article baghdad, iraq cnn -- iraqi report last month shooting involving security contractor blackwater usa called incident pre-meditated murder calling 8 million compensation 17 iraqi died, senior iraqi government official said monday. lawyer hassan ja","""Not even a stone was thrown at them,"" Iraqi official says of Blackwater guards .
Iraq says 17 Iraqis killed by Blackwater guards in Baghdad square .
Blackwater, Iraqi officials have starkly different accounts of what happened .
Iraqi panel is calling for $8 million per victim in the September 16 shooting .",M,CNN,324
How does gravity affect objects differently on Earth and the Moon?,Moderate explanation or descriptive answer required.,M,synthetic,66
What is 2+2?,Basic knowledge or simple fact question.,S,synthetic,12
Explain how seasons change with Earth's tilt.,Moderate explanation or descriptive answer required.,M,synthetic,45
"summarize article cnn -- two hour scheduled execution thursday, georgia board pardon parole commuted death sentence samuel david crowe, lawyer said. samuel david crowe death sentence changed life prison georgia authorities, attorney says. crowe convicted","NEW: Attorney says inmate was shocked, relieved, somber .
NEW: Victim's family too devastated to address parole board .
Samuel David Crowe's death sentence was changed to life in prison Thursday .
Crowe admitted killing a store clerk in 1988 in Georgia .",M,CNN,324
nationality marco garibaldi former partner,"['Marco Aurélio Cunha dos Santos', 'Zhang Hao (figure skater)', 'Campaign for John Hunt']",A,HotpotQA,61
Discuss how artificial intelligence may reshape global employment in the next decade.,"Complex, analytical or critical reasoning required.",A,synthetic,85
What is 5*6?,Basic knowledge or simple fact question.,S,synthetic,12
world best selling celebrity perfume line belongs,"Beyoncé has worked with Tommy Hilfiger for the fragrances True Star (singing a cover version of ""Wishing on a Star"") and True Star Gold; she also promoted Emporio Armani's Diamonds fragrance in 2007. Beyoncé launched her first official fragrance, Heat in 2010. The commercial, which featured the 1956 song ""Fever"", was shown after the water shed in the United Kingdom as it begins with an image of Beyoncé appearing to lie naked in a room. In February 2011, Beyoncé launched her second fragrance, Hea",S,SQuAD,64
Who wrote Hamlet?,Basic knowledge or simple fact question.,S,synthetic,17
1999 french open - woman double runner-up born russia 7 june 1981,"['Lu Lu (badminton)', 'Williams sisters', 'Fred McNair']",A,HotpotQA,85
Why do we see different phases of the moon?,Moderate explanation or descriptive answer required.,M,synthetic,43
How does the water cycle contribute to life on Earth?,Moderate explanation or descriptive answer required.,M,synthetic,53
Why do we see different phases of the moon?,Moderate explanation or descriptive answer required.,M,synthetic,43
many music certification received 2000s,"Beyoncé has received numerous awards. As a solo artist she has sold over 15 million albums in the US, and over 118 million records worldwide (a further 60 million additionally with Destiny's Child), making her one of the best-selling music artists of all time. The Recording Industry Association of America (RIAA) listed Beyoncé as the top certified artist of the 2000s, with a total of 64 certifications. Her songs ""Crazy in Love"", ""Single Ladies (Put a Ring on It)"", ""Halo"", and ""Irreplaceable"" are",S,SQuAD,60
Explain how photosynthesis works in plants.,Moderate explanation or descriptive answer required.,M,synthetic,43
Explain how photosynthesis works in plants.,Moderate explanation or descriptive answer required.,M,synthetic,43
How does gravity affect objects differently on Earth and the Moon?,Moderate explanation or descriptive answer required.,M,synthetic,66
Discuss how artificial intelligence may reshape global employment in the next decade.,"Complex, analytical or critical reasoning required.",A,synthetic,85
Evaluate the effectiveness of international policies in reducing carbon emissions.,"Complex, analytical or critical reasoning required.",A,synthetic,82
Why do we see different phases of the moon?,Moderate explanation or descriptive answer required.,M,synthetic,43
"summarize article st. petersburg, florida cnn -- acrimony republican campaign trail carried quickly cnn youtube gop presidential debate wednesday. debate marked first time candidate faced stage month. five week go first contest","YouTube questions address taxes, the Bible, abortion, gun control .
Giuliani, Romney, Huckabee spar over immigration .
McCain challenges Paul over suggestion to bring troops home from Iraq .
Nearly 5,000 videos for the GOP debate; 2,000 more than Democratic debate .",M,CNN,324
"summarize article washington cnn -- allegation blackwater usa -- whose operation suspended 20 iraqi civilian shot death last weekend -- way associated complicit unlawful arm activity baseless, company asserted saturday. blackwater employee patrol baghdad","Two employees bought, sold weapons on their own, company says .
Company fired workers, turned them in to ATF, says source .
Feds investigating claims Blackwater employees made illegal arms deals .
Blackwater in spotlight after shootings last weekend that killed 20 Iraqis .",M,CNN,324
"magazine american monthly food lifestyle magazine founded 1987, cooking light hot rod","['Hot Rod (magazine)', 'Hot Rod Lincoln', 'California Hot Rod Reunion']",A,HotpotQA,104
